text	gloss	category
bài văn nghị luận cần có dẫn chứng cụ thể và xác thực	BÀI VĂN NGHỊ LUẬN DẪN CHỨNG CỤ THỂ VÀ XÁC THỰC PHẢI CÓ	Văn hóa và Giáo dục
chiếc quạt trần cũ vẫn chạy tốt trong mùa hè	CHIẾC QUẠT TRẦN CŨ CHẠY TỐT TRONG MÙA HÈ	Cuộc sống thường nhật
chúng ta tôn vinh các y bác sĩ ngày thầy thuốc việt nam	CHÚNG TA CÁC Y BÁC SĨ TÔN VINH CA NGỢI NGÀY THẦY THUỐC VIỆT NAM	Văn hóa và Giáo dục
chú tễu là nhân vật quen thuộc trong múa rối nước	TRONG MÚA RỐI NƯỚC CHÚ TỄU LÀ NHÂN VẬT QUEN THUỘC	Văn hóa và Giáo dục
bình tĩnh anh bạn nhỏ của tôi bạn sẽ quen với điều đó sau khi bạn đến đây nhiều lần	BÌNH TĨNH NÀO ANH BẠN NHỎ Ở ĐÂY NHIỀU LẦN RỒI BẠN QUEN THÔI SẼ	Mối quan hệ
bữa sáng của tôi là một chiếc bánh sandwich kẹp trứng	BỮA SÁNG CỦA TÔI LÀ CHIẾC BÁNH SANDWICH KẸP TRỨNG	Cuộc sống thường nhật
bạn có muốn làm điều đó không	BẠN ĐIỀU ĐÓ LÀM MUỐN	Mối quan hệ
bác sĩ có muốn tham dự buổi tiệc không	BÁC SĨ BUỔI TIỆC THAM DỰ MUỐN	Mối quan hệ
bạn là người vui vẻ hay nghiêm khắc	BẠN NGƯỜI HƯỚNG NỘI HOẶC HƯỚNG NGOẠI	Công việc
tôi rất vui khi được giúp đỡ	TÔI VUI KHI ĐƯỢC GIÚP	Cuộc sống thường nhật
học sinh không nên ăn vặt quá nhiều trong giờ học	TRONG GIỜ HỌC HỌC SINH ĂN VẶT NHIỀU KHÔNG NÊN	Cuộc sống học đường
mình muốn xem thực đơn bạn lấy giúp mình nhé	TÔI THỰC ĐƠN XEM MUỐN BẠN LẤY GIÚP	Cuộc sống thường nhật
mẹ tôi thường nấu canh cua với quả mướp vào mùa hè	MẸ TÔI MÙA HÈ NẤU CANH CUA VỚI MƯỚP	Cuộc sống thường nhật
gia đình tôi thường quây quần bên nồi lẩu nóng hổi vào cuối tuần	VÀO CUỐI TUẦN GIA ĐÌNH TÔI QUÂY QUẦN BÊN NỒI LẨU NÓNG HỔI	Cuộc sống thường nhật
cả nước tổ chức lễ viếng vào ngày thương binh liệt sĩ 277	CẢ NƯỚC LỄ VIẾNG TỔ CHỨC VÀO NGÀY THƯƠNG BINH LIỆT SĨ 27 7	Chính trị
giờ thì xong rồi	BÂY GIỜ XONG RỒI	Cuộc sống thường nhật
bữa tối có gì	BỮA TỐI CÓ GÌ	Cuộc sống thường nhật
nhưng mỗi đứa trẻ đều có sở thích riêng	NHƯNG MỖI ĐỨA TRẺ SỞ THÍCH RIÊNG CÓ	Cuộc sống thường nhật
tôi thực sự cần phải tìm một chỗ đậu xe	TÔI CHỖ ĐỂ XE TÌM CẦN	Cuộc sống học đường
nhưng công tắc ở đâu	NHƯNG CÔNG TẮC Ở ĐÂU	Cuộc sống thường nhật
có bạn phải chờ sơn khô	BẠN SƠN KHÔ ĐỢI PHẢI	Cuộc sống thường nhật
tôi có lịch bay vào ngày 10	TÔI LỊCH MÁY BAY VÀO NGÀY 10 CÓ	Công việc
bạn cần phải ở đâu quan trọng hơn trường học	NƠI BẠN TRƯỜNG HỌC QUAN TRỌNG HƠN Ở ĐÂU	Cuộc sống học đường
chữ f là một phụ âm trong bảng chữ cái tiếng anh	CHỮ F PHỤ ÂM BẢNG CHỮ CÁI TIẾNG ANH	Văn hóa và Giáo dục
nhiều mâu thuẫn vẫn còn tồn tại giữa hai người họ	HỌ NGƯỜI HAI MÂU THUẪN CÒN NHIỀU	Mối quan hệ
mẹ dùng nhiệt kế để kiểm tra xem em có bị sốt không	MẸ NHIỆT KẾ DÙNG KIỂM TRA EM BÉ SỐT CÓ KHÔNG	Sức khỏe
con voi dùng chiếc vòi voi để phun nước và tắm mát	CON VOI CHIẾC VÒI DÙNG ĐỂ PHUN NƯỚC TẮM MÁT	Văn hóa và Giáo dục
còn lớp kia thì sao	LỚP KIA SAO	Cuộc sống học đường
con thật buồn cười khi yêu thích mọi thứ	CON BUỒN CƯỜI KHI MỌI THỨ YÊU THÍCH	Cuộc sống thường nhật
nhưng vẫn còn sớm	NHƯNG SỚM VẪN CÒN	Cuộc sống thường nhật
bà thường kể chuyện cổ tích cho chúng tôi nghe trước khi ngủ	BÀ CHÚNG TÔI KỂ CHUYỆN CỔ TÍCH TRƯỚC KHI NGỦ	Mối quan hệ
không tôi là đứa con duy nhất trong gia đình	KHÔNG TÔI CON DUY NHẤT GIA ĐÌNH	Mối quan hệ
tôi muốn có một cuốn sách về vật lý bạn có thể chỉ cho tôi nơi tôi tìm thấy nó	TÔI MỘT CUỐN SÁCH VẬT LÝ VỀ TÌM MUỐN BẠN NÓ CHỖ CHỈ TÔI ĐƯỢC KHÔNG	Cuộc sống học đường
du khách rất thích đi dạo trong khu phố cổ hà nội	DU KHÁCH THÍCH DẠO CHƠI KHU PHỐ CỔ HÀ NỘI	Du lịch
bạn cứ đi thẳng đến ngã ba rồi rẽ phải nhé	BẠN ĐI THẲNG ĐẾN NGÃ BA RẼ PHẢI NHÉ	Cuộc sống thường nhật
bạn có muốn tôi đánh thức bạn trong một tiếng nữa không	TÔI ĐÁNH THỨC 1 TIẾNG SAU BẠN MUỐN KHÔNG	Cuộc sống thường nhật
cô giáo giảng giải về nghĩa bóng của câu thành ngữ	CÔ GIÁO CÂU THÀNH NGỮ NGHĨA BÓNG GIẢI THÍCH	Văn hóa và Giáo dục
bạn không cần phải giải thích cứ tự nhiên	BẠN GIẢI THÍCH KHÔNG CẦN TỰ NHIÊN	Cuộc sống thường nhật
cửa hàng sách nani tôi có thể giúp gì cho bạn	NHÀ SÁCH NANI XIN NGHE TÔI GIÚP GÌ BẠN	Cuộc sống thường nhật
đừng khiêm tốn như vậy	ĐỪNG KHIÊM TỐN	Cuộc sống thường nhật
giá đất ở khu vực trung tâm ngày càng tăng cao	KHU VỰC TRUNG TÂM ĐẤT GIÁ NGÀY CÀNG CAO	Tài chính
chú chó được buộc lại bằng một sợi dây xích khá chắc chắn	DÂY XÍCH TO CHÚ CHÓ BUỘC	Cuộc sống thường nhật
bạn có thể chỉ cho tôi căn hộ ở tầng một không	BẠN CĂN HỘ Ở TẦNG MỘT CHO TÔI ĐƯỢC KHÔNG	Cuộc sống thường nhật
bạn của bạn jim làm gì	BẠN JIM BẠN LÀM NGHỀ GÌ	Mối quan hệ
đó là nhiệm vụ bạn thực hiện vào tối nay	ĐÓ LÀ NHIỆM VỤ BẠN LÀM TỐI NAY	Cuộc sống thường nhật
bạn nghĩ gì về bạo lực trong phim	BẠO LỰC TRONG PHIM BẠN NGHĨ THẾ NÀO	Thái độ và Cảm xúc
ủy ban nhân dân phường đã tổ chức một cuộc họp quan trọng	UBND PHƯỜNG CUỘC HỌP 1 TỔ CHỨC QUAN TRỌNG	Chính trị
không cô ấy là một giáo viên tiếng anh	CÔ ẤY GIÁO VIÊN TIẾNG ANH	Mối quan hệ
quán cà phê này có nhiều loại đồ uống rất ngon	QUÁN CÀ PHÊ LOẠI NHIỀU UỐNG NGON MIỆNG	Cuộc sống thường nhật
ý anh là cưới ngay trên máy bay à	Ý CỦA ANH CƯỚI MÁY BAY TRÊN	Thái độ và Cảm xúc
học sinh thường đi giầy ba ta trắng trong giờ thể dục	HỌC SINH GIỜ THỂ DỤC GIẦY BATA TRẮNG ĐI THƯỜNG XUYÊN	Cuộc sống học đường
làm ơn đến ga trung tâm lớn tôi muốn bắt chuyến tàu 6 giờ chiều	GA TRUNG TÂM LỚN ĐẾN TÔI CHUYẾN TÀU CHIỀU GIỜ 6 MUỐN	Cuộc sống thường nhật
anh ấy có những hành động rất kì lạ và khó hiểu	ANH ẤY NHỮNG HÀNH ĐỘNG KỲ LẠ KỲ CỤC VÀ KHÓ HIỂU CÓ	Thái độ và Cảm xúc
bạn đã làm việc chăm chỉ phải không	BẠN LÀM VIỆC CHĂM CHỈ PHẢI KHÔNG	Công việc
vâng bạn có một số ý tưởng khác	BẠN Ý TƯỞNG KHÁC CÓ KHÔNG	Mối quan hệ
vâng cho tôi xem vé của bạn	TÔI XEM VÉ BẠN	Du lịch
tại sao chúng ta không trồng một số cây nhỏ trong nhà bếp	CHÚNG TA NHÀ BẾP TRONG CÂY NHỎ MỘT SỐ TRỒNG KHÔNG TẠI SAO	Cuộc sống thường nhật
mẹ thường nhắc em bật đèn bàn khi ngồi học bài buổi tối	MẸ NHẮC NHỞ EM BUỔI TỐI KHI NGỒI HỌC ĐÈN BÀN BẬT	Cuộc sống học đường
tôi rất vui được gặp bạn mrjoey	TÔI BẠN GẶP RẤT VUI	Công việc
vâng cảm ơn bạn đã thông tin của bạn nhưng tên của nhà hàng đó một lần nữa là gì	CẢM ƠN BẠN VÌ THÔNG TIN CỦA BẠN NHƯNG TÊN CỦA NHÀ HÀNG ĐÓ LÀ GÌ	Du lịch
mọi người vội vã tìm một mái hiên để trú mưa	MỌI NGƯỜI MÁI HIÊN TRÚ MƯA TÌM	Cuộc sống thường nhật
các phòng của chúng tôi có tv máy lạnh và phòng tắm	PHÒNG CỦA CHÚNG TÔI TV ĐIỀU HOÀ VÀ PHÒNG TẮM CÓ	Du lịch
chúng tôi có nhiều loại tốt bạn muốn thập kỷ nào	CHÚNG TÔI LOẠI NHIỀU TỐT CÓ BẠN THẬP KỶ NÀO KIỂU MUỐN	Cuộc sống thường nhật
tôi sẽ cho bạn một số thuốc và bạn sẽ tốt hơn trong một vài ngày	TÔI CHO BẠN THUỐC ÍT VÀI NGÀY SAU KHỎE SẼ	Sức khỏe
trò chơi hay	TRÒ CHƠI HAY CÓ KHÔNG	Mối quan hệ
bạn muốn làm gì để ăn mừng tết trung thu 	BẠN TẾT TRUNG THU ĂN MỪNG MUỐN LÀM GÌ	Mối quan hệ
cô ấy đeo một chiếc vòng đeo tay bằng bạc rất xinh xắn	CÔ ẤY CHIẾC VÒNG ĐEO TAY BẠC 1 ĐEO XINH XẮN	Cuộc sống thường nhật
cảm ơn bạn và làm thế nào là doanh nghiệp của bạn trong vòng tròn kinh doanh quần áo	CẢM ƠN BẠN NHÂN TIỆN CÔNG VIỆC KINH DOANH QUẦN ÁO BẠN DẠO NÀY THẾ NÀO	Công việc
vậy anh sẽ ở lại đến ngày 9	BẠN Ở ĐÂY TỪ BÂY GIỜ ĐẾN NGÀY 9 ĐÚNG KHÔNG	Du lịch
đầu tiên kết nối máy tính xách tay với cáp trên bàn sau đó mở trình duyệt web của bạn	ĐẦU TIÊN KẾT NỐI LAPTOP VỚI CÁP TRÊN BÀN SAU WEB MỞ	Du lịch
đáng lẽ anh nên hỏi tôi	BẠN HỎI TÔI TRƯỚC PHẢI	Cuộc sống thường nhật
chào bạn tôi thấy bạn đang vui vẻ với máy tính mới và kết nối internet của bạn	XIN CHÀO TÔI THẤY BẠN VUI MÁY TÍNH MỚI VÀ INTERNET	Cuộc sống thường nhật
tôi đã gặp một cô gái xinh đẹp	TÔI CÔ GÁI XINH ĐẸP 1 GẶP	Mối quan hệ
tôi biết mẹ bạn đã kiểm tra lại các đặt phòng nhà thờ chưa	TÔI BIẾT MẸ CỦA BẠN PHÒNG NHÀ THỜ ĐẶT KIỂM TRA LẠI CHƯA	Cuộc sống thường nhật
chúng tôi đặt hành tây vào nồi	CHÚNG TÔI HÀNH TÂY NỒI ĐẶT VÀO	Cuộc sống thường nhật
vâng tôi đang nói	VÂNG TÔI NÓI	Công việc
đến giờ đi ngủ rồi	GIỜ ĐI NGỦ ĐẾN RỒI	Mối quan hệ
ông tôi có thói quen đọc một tờ báo mỗi buổi sáng	ÔNG TÔI THÓI QUEN CÓ TỜ BÁO ĐỌC MỖI BUỔI SÁNG	Cuộc sống thường nhật
vị tướng đang đứng chỉ huy trận đánh từ trên ngọn đồi	VỊ TƯỚNG ĐỨNG CHỈ HUY TRẬN ĐÁNH TRÊN NGỌN ĐỒI	Chính trị
khi nào trẻ em bắt đầu đi học ở nước bạn	TRẺ EM NƯỚC BẠN ĐI HỌC BẮT ĐẦU TUỔI MẤY	Mối quan hệ
khi nào bạn về	KHI NÀO BẠN VỀ	Mối quan hệ
đất nước chilê có nhiều cảnh quan thiên nhiên hùng vĩ	ĐẤT NƯỚC CHI LÊ CẢNH QUAN PHONG CẢNH THIÊN NHIÊN HÙNG VĨ CÓ NHIỀU	Du lịch
bữa tối hôm nay gia đình tôi ăn món mỳ ý sốt cà chua	HÔM NAY BỮA TỐI GIA ĐÌNH TÔI MÓN MỲ Ý SỐT CÀ CHUA ĂN	Cuộc sống thường nhật
tôi thích nói chuyện với các nhà văn tôi được gặp rất nhiều người thú vị	TÔI TRÒ CHUYỆN NHÀ VĂN THÍCH TÔI GẶP NHIỀU NGƯỜI THÚ VỊ	Mối quan hệ
góc tù là góc lớn hơn 90 độ và nhỏ hơn 180 độ	GÓC TÙ GÓC 90 ĐỘ LỚN HƠN VÀ GÓC 180 ĐỘ NHỎ HƠN CÓ	Cuộc sống học đường
cậu bé vô ý làm vỡ chiếc bình hoa quý của mẹ	CẬU BÉ CHIẾC BÌNH HOA QUÝ CỦA MẸ LÀM VỠ	Cuộc sống thường nhật
gia đình tôi thường đi siêu thị mua sắm vào dịp cuối tuần	GIA ĐÌNH TÔI SIÊU THỊ ĐI MUA SẮM CUỐI TUẦN THƯỜNG XUYÊN	Cuộc sống thường nhật
khi mất điện chiếc đèn pin là vật dụng rất cần thiết	KHI ĐIỆN MẤT CHIẾC ĐÈN PIN LÀ VẬT DỤNG CẦN THIẾT	Cuộc sống thường nhật
nhà máy thuỷ điện hoà bình cung cấp điện cho cả nước	NHÀ MÁY THUỶ ĐIỆN HOÀ BÌNH ĐIỆN ĐƯA ĐẾN CẢ NƯỚC	Công việc
cả gia đình vui mừng khi nghe tin anh ấy đỗ đại học	KHI ANH ẤY ĐỖ ĐẠI HOC CẢ GIA ĐÌNH VUI MỪNG	Thái độ và Cảm xúc
cảm ơn chúa	CẢM ƠN TRỜI ĐẤT	Cuộc sống thường nhật
bạn có thực sự phải làm việc ngày hôm nay	HÔM NAY BẠN LÀM VIỆC THẬT CẦN KHÔNG	Mối quan hệ
chúng tôi cần ngồi lại bàn bạc về kế hoạch sắp tới	CHÚNG TÔI NGỒI LẠI CÙNG NHAU ĐỂ KẾ HOẠCH TỚI BÀN BẠC	Công việc
chào bạn chào mừng bạn đến với ngân hàng vui lòng nhét thẻ vào khe cắm	CHÀO CHÀO MỪNG NGÂN HÀNG ĐẾN THẺ KHE CẮM NHÉT VÀO	Tài chính
vâng đã lâu rồi chúng ta chưa gặp nhau	LÂU RỒI CHÚNG TA GẶP CHƯA	Mối quan hệ
du khách tham quan pháo đài cổ kính trên đỉnh ngọn đồi	DU KHÁCH NGỌN ĐỒI TRÊN ĐỈNH PHÁO ĐÀI CỔ THAM QUAN	Du lịch
chào buổi sáng tôi gọi để hỏi nếu bạn có một căn hộ trống	CHÀO BUỔI SÁNG NẾU BẠN MỘT CĂN HỘ TRỐNG TÔI GỌI HỎI	Cuộc sống thường nhật
tốt cho bạn	TỐT LẮM BẠN CHÚC MỪNG	Thái độ và Cảm xúc
món ăn này có một mùi thơm thật hấp dẫn lạ thường	MÓN ĂN NÀY MÙI THƠM 1 CÓ HẤP DẪN	Cuộc sống thường nhật
hãy đi theo y tá cô ấy sẽ giúp anh sẵn sàng	ĐI THEO Y TÁ HÃY CÔ ẤY GIÚP ANH SẴN SÀNG	Sức khỏe
có vết gì trên mặt hắn không	MẶT HẮN VẾT GÌ CÓ	Mối quan hệ
ở đâu	Ở ĐÂU	Cuộc sống thường nhật
chủ tịch hồ chí minh là một nhà lãnh đạo vĩ đại	CHỦ TỊCH HỒ CHÍ MINH NHÀ LÃNH ĐẠO 1 VĨ ĐẠI	Chính trị
tôi nên có một số thời gian rảnh rỗi vào tuần tới nói tối thứ tư tới	TUẦN TỚI TÔI CHÚT THỜI GIAN RẢNH CÓ TỐI THỨ TƯ ĐƯỢC KHÔNG	Mối quan hệ
tôi đã nói rồi tôi sẽ đi làm móng tay	TÔI NÓI RỒI TÔI MÓNG TAY ĐI LÀM	Mối quan hệ
bạn phải dành nhiều thời gian cho dự án	BẠN THỜI GIAN THÊM DỰ ÁN CHO DÀNH NÊN	Công việc
dù sao chúng ta hãy hoàn thành công việc và trở về nhà	CHÚNG TA VIỆC XONG NHÀ VỀ	Mối quan hệ
chắc chắn rồi bạn lấy kích thước nào	BẠN CHỌN CỠ NÀO	Cuộc sống thường nhật
hy vọng không có kẹt xe	HI VỌNG KẸT XE KHÔNG	Cuộc sống thường nhật
wow điều đó không nguy hiểm sao	CÁI ĐÓ NGUY HIỂM KHÔNG	Mối quan hệ
được rồi năm	RỒI NĂM	Cuộc sống thường nhật
nghe hay đấy tôi có thể đến vào ngày mai để xem không	NGHE HAY NGÀY MAI TÔI XEM GHÉ ĐƯỢC KHÔNG	Cuộc sống thường nhật
chúng ta sẽ phải làm một cuộc điều tra	CHÚNG TA CUỘC KIỂM TRA LÀM PHẢI	Tài chính
chắc chắn rồi bây giờ bạn đang nói	ĐÚNG GIỜ THÌ BẠN Ý TÔI NÓI TRÚNG RỒI ĐẤY	Mối quan hệ
vâng đó là một sở thích tốt	ĐÓ SỞ THÍCH TỐT	Mối quan hệ
nhưng tôi nghe nói cô ấy có một cô con gái ba tuổi	NHƯNG TÔI NGHE CÔ ẤY CON GÁI TUỔI BA 1 CÓ	Mối quan hệ
xin lỗi tôi là khán giả chính thức  bóng đá bóng chày bóng rổ golf tôi xem tất cả	XIN LỖI TÔI BÓNG ĐÁ BÓNG CHÀY BÓNG RỔ GOLF XEM TẤT CẢ	Mối quan hệ
bác sĩ phải đeo bao tay y tế khi thực hiện phẫu thuật	BÁC SĨ GĂNG TAY Y TẾ PHẪU THUẬT TIẾN HÀNH ĐEO PHẢI	Sức khỏe
cô giáo chủ nhiệm lớp tôi rất hiền và tâm lý	LỚP TÔI CÔ GIÁO CHỦ NHIỆM HIỀN VÀ TÂM LÝ	Cuộc sống học đường
bạn có muốn vào nhà uống trà không	BẠN NHÀ VÀO TRÀ UỐNG MUỐN KHÔNG	Cuộc sống thường nhật
xét nghiệm máu có đau không	MÁU XÉT NGHIỆM ĐAU CÓ KHÔNG	Sức khỏe
đây là lần đầu tiên anh bỏ phiếu phải không	ĐÂY LẦN ĐẦU TIÊN BẠN BỎ PHIẾU PHẢI KHÔNG	Chính trị
nhà hàng forest tôi có thể làm gì cho bạn	NHÀ HÀNG TÔI CHO BẠN LÀM GÌ	Cuộc sống thường nhật
không họ đã đính hôn	KHÔNG HỌ ĐÍNH HÔN RỒI	Mối quan hệ
lớp học đầu tiên bắt đầu vào ngày 25 tháng 10	NGÀY 25 THÁNG 10 BẮT ĐẦU LỚP HỌC ĐẦU TIÊN	Cuộc sống học đường
cô giáo yêu cầu chúng tôi phải học thuộc lòng bài thơ này	CÔ GIÁO YÊU CẦU CHÚNG TÔI BÀI THƠ NÀY HỌC THUỘC LÒNG	Cuộc sống học đường
chúng tôi sẽ cho bạn biết có lẽ vào thứ hai tới tôi hy vọng sẽ trả lời tích cực	CHÚNG TÔI BẠN BIẾT BÁO CHO THỨ HAI TỚI VÀO LẼ CÓ HY VỌNG TIN TỐT LÀ	Công việc
tôi thích màu xanh hơn	TÔI MÀU XANH THÍCH HƠN	Cuộc sống thường nhật
tất nhiên chỉ cần điền vào mẫu này và cho tôi biết khi bạn hoàn thành	ĐIỀN MẪU NÀY XONG TÔI BIẾT NÓI KHI HOÀN THÀNH TẤT NHIÊN	Cuộc sống học đường
cảm ơn nhưng tôi không chắc lắm phỏng vấn làm tôi lo lắng	CẢM ƠN NHƯNG TÔI CHẮC CHẮN KHÔNG	Công việc
chúng ta cần bảo vệ các loài vật đang có nguy cơ tuyệt chủng	CHÚNG TA CÁC LOÀI ĐỘNG VẬT NGUY CƠ TUYỆT CHỦNG BẢO VỆ CẦN	Văn hóa và Giáo dục
tv này có chất lượng rất cao	TV NÀY CHẤT LƯỢNG TỐT THẬT	Cuộc sống thường nhật
ông chủ lý tưởng của bạn là người như thế nào	ÔNG CHỦ LÍ TƯỞNG CỦA BẠN NHƯ THẾ NÀO	Công việc
vâng tôi nghĩ rằng ông là người thoải mái nhất trong quản lý	VÂNG TÔI NGHĨ ÔNG LÀ NGƯỜI THOẢI MÁI NHẤT TRONG BAN QUẢN LÝ	Mối quan hệ
chọn đi	CHỌN ĐI	Mối quan hệ
hình như anh đang vội	CÓ VẺ BẠN VỘI VÀNG	Mối quan hệ
còn chỗ đậu xe của bạn thì sao	CHỖ ĐẬU XE BẠN THẾ NÀO	Cuộc sống thường nhật
họ có con không	HỌ CON CÓ CHƯA	Mối quan hệ
không hối tiếc	HỐI TIẾC KHÔNG	Thái độ và Cảm xúc
ấn tượng của bạn về cô ấy thế nào khi gặp trực tiếp	KHI GẶP TRỰC TIẾP BẠN CÔ ẤY ẤN TƯỢNG THẾ NÀO	Mối quan hệ
có thể	CÓ THỂ	Mối quan hệ
bạn có nhớ chúng ta đã làm món kem chuối rất ngon không	CHÚNG TA MÓN KEM CHUỐI LÀM NGON BẠN NHỚ KHÔNG	Cuộc sống thường nhật
anh ta bắt đầu nghi ngờ về sự thành thật của người bạn	ANH TA BẠN MÌNH THÀNH THẬT NGHI NGỜ BẮT ĐẦU	Thái độ và Cảm xúc
không không có gì khác hẹn gặp lại vào thứ hai	VẬY ĐỦ RỒI LÀ HẸN GẶP LẠI THỨ HAI NHÉ KHÔNG	Mối quan hệ
đây là phòng 603 tôi sợ rằng hệ thống sưởi không hoạt động ở đây rất lạnh	ĐÂY PHÒNG 603 TÔI SỢ HỆ THỐNG SƯỞI HOẠT ĐỘNG KHÔNG Ở ĐÂY LẠNH	Du lịch
bạn có biết rằng bữa sáng là bữa ăn quan trọng nhất trong ngày	BẠN BIẾT BỮA SÁNG QUAN TRỌNG NHẤT NGÀY KHÔNG	Cuộc sống thường nhật
những chú kiến đang bò thành hàng dài trên thân cây cổ thụ	NHỮNG CHÚ KIẾN BÒ HÀNG DÀI TRÊN THÂN CÂY CỔ THỤ	Cuộc sống thường nhật
tôi muốn xem vài chiếc vòng tay	TÔI VÒNG TAY XEM MUỐN	Cuộc sống thường nhật
nó ở giữa bãi đậu xe	NÓ Ở BÃI ĐẬU XE GIỮA	Cuộc sống thường nhật
tính tham ăn của cậu bé khiến mọi người phì cười	CẬU BÉ THAM ĂN MỌI NGƯỜI NHÌN CƯỜI	Thái độ và Cảm xúc
vâng đó là điều tốt nhất chúng tôi có thể làm	ĐIỀU TỐT NHẤT CHÚNG TÔI LÀM	Công việc
và bạn đã bao giờ thử uống vitamin chưa	BẠN VITAMIN UỐNG THỬ BAO GIỜ CHƯA	Cuộc sống thường nhật
tôi nghe nói bạn và james cuối cùng cũng đính hôn	TÔI NGHE NÓI BẠN ĐÍNH HÔN CUỐI CÙNG CŨNG RỒI À	Mối quan hệ
cảm ơn sự thân thiện của bạn	SỰ THÂN THIỆN CỦA BẠN CẢM ƠN	Mối quan hệ
thật tệ bạn đang gặp vấn đề gì	TIẾC QUÁ BẠN GẶP CHUYỆN GÌ VẬY ĐANG	Cuộc sống thường nhật
từ giả thiết đó ta có thể suy ra kết luận	GIẢ THIẾT GIẢ ĐỊNH ĐÓ TA KẾT LUẬN SUY RA CÓ THỂ	Văn hóa và Giáo dục
tôi muốn trả lại cái áo len này	TÔI TRẢ LẠI CÁI ÁO LEN MUỐN	Cuộc sống thường nhật
người tiêu dùng quyết định tẩy chay sản phẩm kém chất lượng đó	NGƯỜI TIÊU DÙNG SẢN PHẨM KÉM CHẤT LƯƠNG ĐÓ QUYẾT ĐINH TẨY CHAY KHÔNG MUA	Thái độ và Cảm xúc
